CUSTOMER;PRODUCT;TRANSACTION TYPE;YEAR;GROUP TYPE;PROSPECT TYPE;STRATEGIC INITIATIVE;SALES TYPE;PROJECT MANAGER;HANGAR;LINE;UNIT;AMS;AREA;COUNTRY;REGION;AC/ENG/APU/COMP;AC-REG;MAINTENANCE EVENT;MARKET SHARE;SALES PLAN;Sales Updated;REMARKS;SO NUMBER;START DATE;TAT;END DATE;SALES LEVEL;STATUS;CANCEL REASON;DETAILED CANCEL REASON
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-08-01;31;2023-08-31;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-09-01;30;2023-09-30;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-10-01;31;2023-10-31;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-11-01;30;2023-11-30;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-12-01;31;2023-12-31;3;Open;;
Geosky;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Heavy + Painting;;1000000;1000000;;;2023-06-01;40;2023-07-10;2;Open;;
Geosky;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Heavy + Painting;;1000000;1000000;;;2023-09-01;40;2023-10-10;2;Open;;
Global Aviation Consultancy;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CF6-50;MSN;Bridging Check;;1000000;1000000;;;2023-05-01;40;2023-06-10;2;Cancelled;Capacity Capability;Slot not available
Global Aviation Consultancy;Airframe;TMB Project;2023;NGA;Organic;;Additional;;;;;TS;II;;;CF6-50;EX-3002;C-Check;;200000;200000;;;2023-02-07;21;2023-02-28;2;Cancelled;Missed Plan;double
Global Aviation Consultancy;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CF6-50;EX-47002;C-Check;;200000;200000;;;2023-03-01;25;2023-03-26;2;Cancelled;Capacity Capability;Slot not available
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;TBD;TBD;Light Check;;100000;100000;;;2023-02-01;9;2023-02-10;3;Cancelled;Internal Customer;Light Check will be performed inhouse at India
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Light Check;;100000;100000;;;2023-05-01;9;2023-02-10;3;Open;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;A320 Neo;VT-ITX;3C/6YR Check;;100000;264000;;;2023-05-10;25;2023-06-04;1;Closed - Sales;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Light Check;;100000;100000;;;2023-06-01;9;2023-04-10;3;Open;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Light Check;;100000;100000;;;2023-05-01;9;2023-05-10;3;Open;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Light Check;;100000;100000;;;2023-06-01;9;2023-06-10;3;Open;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;A320 Neo;VT-ITR;3C/6YR Check;;100000;264000;;;2023-02-06;25;2023-03-03;1;Closed - In;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;TBD;TBD;Light Check;;100000;100000;;;2023-03-01;9;2023-03-10;3;Cancelled;Internal Customer;Light Check will be performed inhouse at India
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Light Check;;100000;100000;;;2023-05-01;9;2023-05-10;3;Open;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Light Check;;100000;100000;;;2023-06-01;9;2023-06-10;3;Open;;
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;TBD;TBD;Redelivery;;1000000;1000000;;;2023-02-01;60;2023-04-02;3;Cancelled;Internal Customer;Re-Schedule to 2024
IndiGo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;TBD;TBD;Redelivery;;1000000;1000000;;;2023-04-01;60;2023-05-31;3;Cancelled;Internal Customer;Re-Schedule to 2024
Indonesia AirAsia;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A320;PK-AXR;C-Check Light;;200000;200000;;;2023-03-01;22;2023-03-23;2;Cancelled;Internal Customer;duplicate
Indonesia AirAsia;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A320;PK-AZJ;C06+12 Yr;;200000;200000;;;2023-05-08;20;2023-05-28;2;Cancelled;Internal Customer;duplicate
Indonesia AirAsia;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A320;PK-AZJ;C-Check Light;;200000;200000;Proposal review;;2023-05-08;20;2023-05-28;2;Open;;
Indonesia AirAsia;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A320;PK-AXV;C-Check;;200000;200000;proposal review;;2023-08-18;22;2023-09-09;2;Open;;
Indonesia AirAsia;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A320;Tbd;C-Check Light;;200000;200000;;;2023-07-01;15;2023-07-16;2;Cancelled;Internal Customer;reschedule
Indonesia AirAsia;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A320;PK-AXR;C09+6Yr check;;200000;200000;waiting for proposal review;;2023-03-16;19;2023-04-04;2;Open;;
Thai AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;HS-XTI;C-Check;;275000;275000;;;2023-10-16;19;2023-11-04;2;Open;;
Indonesia AirAsia;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;;;Medium Repair;;1000000;1000000;;;2023-05-01;60;2023-06-29;3;Open;;
Indonesia AirAsia;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;CFM56-5;6458888;Top Case Repair;;100000;1000000;waiting engine workscoping and proposal;;2023-12-05;40;2024-01-14;3;Open;;
Indonesia AirAsia;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;GTCP131-9A;TBD;APU Overhaul;;300000;300000;waiting for APU shop visit schedule from IAA;;2023-08-15;30;2023-09-14;2;Open;;
Indonesia AirAsia;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;;;APU Overhaul;;300000;300000;;;2023-04-01;30;2023-04-30;2;Open;;
Indonesia AirAsia;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;;;APU Overhaul;;300000;300000;;;2023-09-01;30;2023-09-30;2;Open;;
Indonesia AirAsia;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;;;APU Overhaul;;300000;300000;;;2023-10-01;30;2023-10-30;2;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-01-01;31;2023-01-31;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-02-01;28;2023-02-28;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-03-01;31;2023-03-31;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-04-01;30;2023-04-30;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-05-01;31;2023-05-31;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-06-01;30;2023-06-30;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-07-01;31;2023-07-31;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-08-01;31;2023-08-31;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-09-01;30;2023-09-30;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-10-01;31;2023-10-31;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-11-01;30;2023-11-30;3;Open;;
Japan Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9600;9600;;;2023-12-01;31;2023-12-31;3;Open;;
Jeju Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;b737-800;TBD;C-Check;;250000;250000;;;2023-01-01;19;2023-01-20;3;Cancelled;Pricing;Sent to other MRO
Jeju Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;B738;TBD;C-Check;;250000;250000;;;2023-12-01;19;2023-12-20;3;Cancelled;Internal Customer;Sent to other MRO (OEM)
Jetstar Pacific;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;TBD;C-Check Heavy;;250000;250000;;;2023-12-01;19;2023-12-19;3;Open;;
Kam Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;B737-300;YA-KMC;C-Check Light;;250000;100000;need price evaluation from TJP;;2023-04-01;30;2023-05-01;2;Open;;
Kam Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Light;;100000;100000;;;2023-08-01;9;2023-08-09;3;Open;;
Kam Air;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;857605;857605;Overhaul;;700000;700000;"menunggu cogs
revisi schedule karena ada revisi workscope";;2023-06-01;90;2023-08-30;3;Open;;
Kam Air;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;CFM56-3;724454;Overhaul;;700000;700000;"wait cogs
revisi schedule karena ada revisi workscope";;2023-06-01;90;2023-08-30;3;Open;;
Kam Air;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;CFM56-3C1;722317;Overhaul;;700000;700000;waiting COGS from TV;;2023-12-01;45;2024-01-15;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-01-01;31;2023-01-31;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-02-01;28;2023-02-28;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-03-01;31;2023-03-31;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-04-01;30;2023-04-30;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-05-01;31;2023-05-31;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-06-01;30;2023-06-30;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-07-01;31;2023-07-31;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-08-01;31;2023-08-31;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-09-01;30;2023-09-30;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-10-01;31;2023-10-31;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-11-01;30;2023-11-30;3;Open;;
KLM Royal Dutch;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;15600;15600;;;2023-12-01;31;2023-12-31;3;Open;;
Korean Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;tba;TBA;C-Check;;250000;250000;;;2023-02-01;19;2023-02-20;3;Cancelled;Missed Plan;Missplan
Korean Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;TBA;TBA;C-Check;;250000;250000;;;2023-04-01;19;2023-04-20;3;Cancelled;Missed Plan;Missplan
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-01-01;31;2023-01-31;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-02-01;28;2023-02-28;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-03-01;31;2023-03-31;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-04-01;30;2023-04-30;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-05-01;31;2023-05-31;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-06-01;30;2023-06-30;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-07-01;31;2023-07-31;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-08-01;31;2023-08-31;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-09-01;30;2023-09-30;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-10-01;31;2023-10-31;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-11-01;30;2023-11-30;3;Open;;
Korean Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;12720;12720;;;2023-12-01;31;2023-12-31;3;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-01-01;31;2023-01-31;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-02-01;28;2023-02-28;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-03-01;31;2023-03-31;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-04-01;30;2023-04-30;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-05-01;31;2023-05-31;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-06-01;30;2023-06-30;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-07-01;31;2023-07-31;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-08-01;31;2023-08-31;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-09-01;30;2023-09-30;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-10-01;31;2023-10-31;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-11-01;30;2023-11-30;2;Open;;
Malaysian Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29260;29260;;;2023-12-01;31;2023-12-31;2;Open;;
Muladatu;Component;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;Plating;;90000;90000;;;2023-05-01;90;2023-07-29;3;Open;;
My Indo Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;C-check;;150000;150000;;;2023-03-01;30;2023-03-31;4;Cancelled;Internal Customer;Customer reschedule internal progress
My Indo Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;TBD;TBD;C-check;;150000;150000;;;2023-03-01;30;2023-03-31;4;Cancelled;Internal Customer;Customer re-schedule for internal issue
My Indo Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;C-check;;150000;150000;;;2023-06-01;30;2023-07-01;4;Cancelled;Internal Customer;Customer Internal Issue
My Indo Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;C-check;;150000;150000;;;2023-06-01;30;2023-07-01;4;Cancelled;Internal Customer;Customer internal issue
My Indo Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;C-check;;150000;150000;;;2023-06-01;30;2023-07-01;4;Cancelled;Internal Customer;Customer Internal Issue
Myanmar Airways International;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Heavy;;250000;250000;;;2023-05-01;19;2023-05-19;3;Open;;
Myanmar Airways International;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Heavy;;250000;250000;;;2023-10-01;19;2023-10-19;3;Open;;
Nepal Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;A320;TBD;C-Check Light;;100000;100000;;;2023-07-01;9;2023-07-10;4;Open;;
Other Domestic  Retail - Training;Training;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;;;65000;65000;;;2023-12-01;15;2023-12-15;3;Open;;
Pakistan Int. Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;C-Check;;250000;250000;;;2023-12-01;19;2023-09-17;4;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
